,title,case_id,case_no,date,year,month,day,top5
450,Gonzalez v. United States,451,No. 06-11612,2008-01-08,2008,1,8,"judge, magistrate, article, newton, defendant"
451,Good News Club v. Milford Central School,452,No. 99-2036,2001-02-28,2001,2,28,"school, miller, marcelle, religious, inc"
452,"Goodyear Dunlop Tires Operations, S.A. v. Brown",453,No. 10-76,2011-01-11,2011,1,11,"jurisdiction, peddie, carolina, north, petitioners"
453,Goodyear Tire _ Rubber Co. v. Haeger,454,No. 15-1406,2017-01-10,2017,1,10,"reporting, bergeron, causation, egbert, test"
454,"Grable _ Sons Metal Products, Inc. v. Darue Engineering _ Mfg.",455,No. 04-603,2005-04-18,2005,4,18,"action, zagrans, merrell, dow, title"
455,Graham County Soil and Water Conservation Dist. v. United States ex rel. Wilson,456,No. 08-304,2009-11-30,2009,11,30,"reporting, administrative, report, hurt, qui"
456,Graham County Soil _ Water Conservation Dist. v. United States ex rel. Wilson,457,No. 04-169,2005-04-20,2005,4,20,"action, limitations, section, qui, tam"
457,Graham v. Florida,458,No. 08-7412,2009-11-09,2009,11,9,"life, parole, makar, age, sentence"
458,Granholm v. Heald,459,No. 03-1116,2004-11-07,2004,11,7,"company1111, souter, new, sullivan, casey"
459,Granite Rock Co. v. Teamsters,460,No. 08-1214,2010-01-19,2010,1,19,"contract, mathiason, bonsall, clause, july"
460,Gratz v. Bollinger,461,No. 02-516,2003-04-01,2003,4,1,"payton, students, kolbo, race, university"
461,Great-West Life _ Annuity Ins. Co. v. Knudson,462,No. 99-1786,2001-10-01,2001,10,1,"plan, equitable, relief, injunction, jorden"
462,Green Tree Financial Corp. v. Bazzle,463,No. 02-634,2003-04-22,2003,4,22,"arbitration, phillips, class, contract, 4th"
463,Green Tree Financial Corp.-Ala. v. Randolph,464,No. 99-1235,2000-10-03,2000,10,3,"arbitration, phillips, sellers, costs, judge"
464,Green v. Brennan,465,No. 14613,2015-11-30,2015,11,30,"discharge, wolfman, gannon, resignation, employer"
465,Greene v. Fisher,466,No. 10-637,2011-10-11,2011,10,11,"fisher, teague, decision, eisenberg, supreme"
466,Greenlaw v. United States,467,No. 07-330,2008-04-15,2008,4,15,"appeals, sentence, defendant, howe, jorgensen"
467,Groh v. Ramirez,468,No. 02-811,2003-11-04,2003,11,4,"warrant, search, cordray, kozakiewicz, amendment"
468,"Gross v. FBL Financial Services, Inc.",469,No. 08-441,2009-03-31,2009,3,31,"phillips, jury, schnapper, burden, waterhouse"
469,Grupo Dataflux v. Atlas Global Group,470,No. 02-1689,2004-03-03,2004,3,3,"boyce, greenberg, inc, caterpillar, trial"
470,Grutter v. Bollinger,471,No. 02-241,2003-04-01,2003,4,1,"mahoney, race, kolbo, school, michigan"
471,Gundy v. United States,472,No. 17-6086,2018-10-02,2018,10,2,"heritage, attorney, corporation, wall, baumgartel"
472,Gunn v. Minton,473,No. 11-1118,2013-01-16,2013,1,16,"patent, michel, malpractice, jurisdiction, webre"
473,Halbert v. Michigan,474,No. 03-10198,2005-04-25,2005,4,25,"appeal, moran, michigan, counsel, appeals"
474,"Hall Street Associates, L.L.C. v. Mattel, Inc.",475,No. 06-989,2007-11-07,2007,11,7,"phillips, section, brinkmann, parties, agreement"
475,Hall v. Florida,476,No. 1210882,2014-03-03,2014,3,3,"test, waxman, score, standard, percent"
476,Hall v. Hall,477,No. 16-1150,2018-01-16,2018,1,16,"judgment, heritage, katyal, corporation, simpson"
477,Hall v. United States,478,No. 10-875,2011-11-29,2011,11,29,"chapter, administrative, bankruptcy, estate, taxes"
478,"Halliburton Co. v. Erica P. John Fund, Inc.",479,No. 13317,2014-03-05,2014,3,5,"market, class, basic, price, streett"
479,"Halo Electronics, Inc. v. Pulse Electronics, Inc.",480,No. 141513,2016-02-23,2016,2,23,"phillips, patent, wall, damages, standard"
480,Hamdan v. Rumsfeld,481,No. 05-184,2006-03-28,2006,3,28,"clement, war, katyal, military, souter"
481,Hamdi v. Rumsfeld,482,No. 03-6696,2004-04-28,2004,4,28,"dunham, company1111, military, clement, habeas"
482,Hamer v. Neighborhood Housing Serv. of Chicago,483,No. 16-658,2017-10-10,2017,10,10,"herstoff, heritage, corporation, stewart, appeal"
483,Hamilton v. Lanning,484,No. 08-998,2010-03-22,2010,3,22,"income, debtor, hamilton, plan, period"
484,Hammon v. Indiana,485,No. 05-5705,2006-03-20,2006,3,20,"friedman, officer, fisher, gornstein, witness"
485,"Hana Financial, Inc. v. Hana Bank",486,No. 131211,2014-12-03,2014,12,3,"jury, mark, marks, hughes, legal"
486,Harbison v. Bell,487,No. 07-8521,2009-01-12,2009,1,12,"chavis, proceedings, clemency, jay, counsel"
487,Hardt v. Reliance Standard Life Ins. Co.,488,No. 09-448,2010-04-26,2010,4,26,"judgment, fees, rosenkranz, erisa, benefits"
488,Harrington v. Richter,489,No. 09-587,2010-10-12,2010,10,12,"colombo, gardner, blood, merits, counsel"
489,Harris v. Arizona Independent Redistricting Comm_n,490,No. 14232,2015-12-08,2015,12,8,"districts, partisanship, hearne, percent, smith"
490,Harris v. Quinn,491,No. 11681,2014-01-21,2014,1,21,"union, smith, public, pay, bargaining"
491,Harris v. United States,492,No. 00-10666,2002-03-25,2002,3,25,"judge, apprendi, mandatory, jury, discretion"
492,Harris v. Viegelahn,493,No. 14400,2015-04-01,2015,4,1,"trustee, chapter, debtor, madden, goldblatt"
493,Hartman v. Moore,494,No. 04-1495,2006-01-10,2006,1,10,"mccartan, prosecution, kneedler, cause, probable"
494,Hawaii v. Office of Hawaiian Affairs,495,No. 07-1372,2009-02-25,2009,2,25,"hawaii, resolution, supreme, shanmugam, apology"
495,Hawkins v. Community Bank of Raymore,496,No. 14520,2015-10-05,2015,10,5,"applicant, credit, guarantor, mcallister, guarantors"
496,Haywood v. Drown,497,No. 07-10374,2008-12-03,2008,12,3,"underwood, new, reporting, york, courts"
497,Hedgpeth v. Pulido,498,No. 07-544,2008-10-15,2008,10,15,"error, jury, harmless, friedlander, theory"
498,Heffernan v. City of Paterson,499,No. 141280,2016-01-19,2016,1,19,"goldstein, first, amendment, frost, political"
499,Heien v. North Carolina,500,No. 13604,2014-10-06,2014,10,6,"officer, reasonable, fourth, amendment, north"
500,Heimeshoff v. Hartford Life _ Accident Ins. Co.,501,No. 12729,2013-10-15,2013,10,15,"carroll, process, plan, limitations, wessler"
501,"Hein v. Freedom From Religion Foundation, Inc.",502,No. 06-157,2007-02-28,2007,2,28,"money, pincus, clement, challenge, taxpayer"
502,"Hemi Group, LLC v. City of New York",503,No. 08-969,2009-11-03,2009,11,3,"koerner, barnhouse, taxes, city, tax"
503,Henderson v. Shinseki,504,No. 09-1036,2010-12-06,2010,12,6,"appeal, blatt, miller, veterans, jurisdictional"
504,Henderson v. United States,505,No. 131487,2015-02-24,2015,2,24,"firearms, control, dealer, possession, felon"
505,Henson v. Santander Consumer USA Inc.,506,No. 16-349,2017-04-18,2017,4,18,"debt, reporting, russell, debts, petitioners"
506,Hernandez v. Mesa,507,No. 15-118,2017-02-21,2017,2,21,"border, hilliard, bivens, mexico, kneedler"
507,Herring v. United States,508,No. 07-513,2008-10-07,2008,10,7,"karlan, dreeben, warrant, department, negligence"
508,Hertz Corp. v. Friend,509,No. 08-1107,2009-11-10,2009,11,10,"headquarters, business, place, corporation, srinivasan"
509,Hibbs v. Winn,510,No. 02-1809,2004-01-20,2004,1,20,"tax, assessment, goddard, cohen, inc"
510,"Highmark, Inc. v. Allcare Health Management System, Inc.",511,No. 121163,2014-02-26,2014,2,26,"legal, issues, construction, pierce, dunner"
511,"Hiibel v. Sixth Judicial Dist. Court of Nev., Humboldt Cty.",512,No. 03-5554,2004-03-22,2004,3,22,"dolan, officer, person, amendment, hafen"
512,Hill v. McDonough,513,No. 05-8794,2006-04-26,2006,4,26,"doss, florida, alternative, method, execution"
513,Hillman v. Maretta,514,No. 11-1221,2013-04-22,2013,4,22,"beneficiary, ruttenberg, divorce, insurance, johnson"
514,Hillside Dairy Inc. v. Lyons,515,No. 01-950,2003-04-22,2003,4,22,"milk, clause, california, 4th, floor"
515,Hinck v. United States,516,No. 06-376,2007-04-23,2007,4,23,"tax, interest, marcus, jurisdiction, redding"
516,"Hoffman Plastic Compounds, Inc. v. NLRB",517,No. 00-1595,2002-01-15,2002,1,15,"board, employer, wolfson, pay, mccortney"
517,Holder v. Humanitarian Law Project,518,No. 08-1498,2010-02-23,2010,2,23,"cole, kagan, terrorist, activities, lawful"
518,Holder v. Martinez Gutierrez,519,No. 10-1542,2012-01-18,2012,1,18,"child, reporting, status, kruger, residence"
519,Holland v. Florida,520,No. 09-5327,2010-03-01,2010,3,1,"lawyer, makar, holland, equitable, client"
520,Hollingsworth v. Perry,521,No. 12-144,2013-03-26,2013,3,26,"california, cooper, marriage, olson, couples"
521,"Holmes Group, Inc. v. Vornado Air Circulation Systems, Inc.",522,No. 01-408,2002-03-19,2002,3,19,"patent, dabney, gowdey, jurisdiction, counterclaim"
522,Holmes v. South Carolina,523,No. 04-1327,2006-02-22,2006,2,22,"blume, zelenka, third, guilt, party"
523,Holt v. Hobbs,524,No. 136827,2014-10-07,2014,10,7,"curran, deference, prison, laycock, yang"
524,Honeycutt v. United States,525,No. 16-142,2017-03-29,2017,3,29,"property, money, forfeiture, liability, proceeds"
525,Hope v. Pelzer,526,No. 01-309,2002-04-17,2002,4,17,"forrester, jones, work, schlick, gates"
526,Horne v. Department of Agriculture,527,No. 14275,2015-04-22,2015,4,22,"raisins, kneedler, mcconnell, program, property"
527,Horne v. Flores,528,No. 08-289,2009-04-20,2009,4,20,"funding, plan, nogales, srinivasan, child"
528,Hosanna-Tabor Evangelical Lutheran Church and School v. EEOC,529,No. 10-553,2011-10-05,2011,10,5,"laycock, religious, minister, church, kruger"
529,House v. Bell,530,No. 04-8990,2006-01-11,2006,1,11,"blood, smith, kissinger, reasonable, testimony"
530,"Household Credit Services, Inc. v. Pfennig",531,No. 02-857,2004-02-23,2004,2,23,"credit, charge, limit, goldsmith, fee"
531,"Howard Delivery Service, Inc. v. Zurich American Ins.",532,No. 05-128,2006-03-21,2006,3,21,"insurance, strain, verrilli, priority, benefit"
532,Howell v. Howell,533,No. 15-1031,2017-03-20,2017,3,20,"pay, property, retirement, disability, divorce"
533,Howell v. Mississippi,534,No. 03-9560,2004-11-29,2004,11,29,"offense, hood, mississippi, murder, beck"
534,Howes v. Fields,535,No. 10-680,2011-10-04,2011,10,4,"jacobs, miranda, prison, custody, free"
535,"Howsam v. Dean Witter Reynolds, Inc.",536,No. 01-800,2002-10-09,2002,10,9,"arbitration, parties, agreement, friedberg, arbitrability"
536,Hudson v. Michigan (Reargued),537,No. 04-1360,2006-05-18,2006,5,18,"moran, warrant, search, knock, baughman"
537,Hudson v. Michigan,538,No. 04-1360,2006-01-09,2006,1,9,"moran, entry, salmons, knockandannounce, police"
538,"Hughes v. Talen Energy Marketing, LLC",539,No. 14614,2016-02-24,2016,2,24,"ferc, auction, maryland, bid, price"
539,Hughes v. United States,540,No. 17-155,2018-03-27,2018,3,27,"heritage, corporation, shumsky, marks, kovner"
540,Hui v. Castaneda,541,No. 08-1529,2010-03-02,2010,3,2,"bivens, doyle, action, claims, immunity"
541,Hunt v. Cromartie,542,No. 99-1864,2000-11-27,2000,11,27,"everett, democratic, race, look, precincts"
542,Hurst v. Florida,543,No. 147505,2015-10-13,2015,10,13,"jury, winsor, judge, death, waxman"
543,"Husky Int_l Electronics, Inc. v. Ritz",544,No. 15145,2016-03-01,2016,3,1,"fraud, fraudulent, actual, murphy, money"
544,Husted v. A. Philip Randolph Institute,545,No. 16-980,2018-01-10,2018,1,10,"vote, heritage, corporation, notice, failure"
545,"IBP, Inc. v. Alvarez",546,No. 03-1238,2005-10-03,2005,10,3,"phillips, activities, principal, activity, company1111"
546,Idaho v. United States,547,No. 00-189,2001-04-23,2001,4,23,"lands, reservation, lake, strack, inc"
547,"Illinois Tool Works Inc. v. Independent Ink, Inc.",548,No. 04-1329,2005-11-29,2005,11,29,"market, power, patent, presumption, product"
548,Illinois v. Caballes,549,No. 03-923,2004-11-10,2004,11,10,"dog, meczyk, search, sniff, madigan"
549,Illinois v. Lidster,550,No. 02-1060,2003-11-05,2003,11,5,"police, ramsell, reporting, inc, feinerman"
550,Illinois v. McArthur,551,No. 99-1132,2000-11-01,2000,11,1,"police, cause, probable, jones, warrant"
551,"Impressions Products, Inc. v. Lexmark Int_l, Inc.",552,No. 15-1189,2017-03-21,2017,3,21,"patent, sale, patentee, exhaustion, rights"
552,Indiana v. Edwards,553,No. 07-208,2008-03-26,2008,3,26,"trial, defendant, stancil, fisher, judge"
553,Indianapolis v. Edmond,554,No. 99-1030,2000-10-03,2000,10,3,"falk, dog, stop, chinn, car"
554,INS v. St. Cyr,555,No.00-767,2001-04-24,2001,4,24,"guttentag, inc, fourteenth, depo, kneedler"
555,"Integrity Staffing Solutions, Inc. v. Busk",556,No. 13433,2014-10-08,2014,10,8,"employer, thierman, work, principal, clement"
556,"Intel Corp. v. Advanced Micro Devices, Inc.",557,No. 02-572,2004-04-20,2004,4,20,"commission, lynch, discovery, company1111, proceeding"
557,Inyo County v. Paiute-Shoshone Indians of Bishop Community of Bishop Colony,558,No. 02-281,2003-03-31,2003,3,31,"chambers, kirby, 4th, floor, tribal"
558,Iowa v. Tovar,559,No. 02-1541,2004-01-21,2004,1,21,"counsel, plea, defendant, wilson, guilty"
559,Irizarry v. United States,560,No. 06-7517,2008-04-15,2008,4,15,"notice, judge, guidelines, madden, sentence"
560,"J. E. M. Ag Supply, Inc. v. Pioneer Hi-Bred International, Inc.",561,No. 99-1996,2001-10-03,2001,10,3,"patent, plant, protection, inc, johnson"
561,"J. McIntyre Machinery, Ltd. v. Nicastro",562,No. 09-1343,2011-01-11,2011,1,11,"united, new, manufacturer, jersey, distributor"
562,J.D.B. v. North Carolina,563,No. 09-11121,2011-03-23,2011,3,23,"blackman, miranda, officer, person, cooper"
563,Jackson v. Birmingham Bd. of Ed.,564,No. 02-1672,2004-11-30,2004,11,30,"title, retaliation, thomas, discrimination, dellinger"
564,Jackson v. Hobbs,565,No. 10-9647,2012-03-20,2012,3,20,"stevenson, life, holt, parole, arkansas"
565,"James LaRue v. DeWolff, Boberg _ Associates Inc., et al.",566,No. 06-856,2007-11-26,2007,11,26,"plan, gies, fiduciary, breach, money"
566,James v. United States,567,No. 05-9264,2006-11-07,2006,11,7,"risk, burglary, marcus, potential, crawford"
567,"Janus Capital Group, Inc. v. First Derivative Traders",568,No. 09-525,2010-12-07,2010,12,7,"frederick, jcm, statement, fund, funds"
568,"Janus v. State, County, and Municipal Employees",569,No. 16-1466,2018-02-26,2018,2,26,"heritage, reporting, corporation, public, union"
569,Jennings v. Rodriguez,570,No. 15-1204,2017-10-03,2017,10,3,"heritage, corporation, detention, stewart, months"
570,Jennings v. Stevens,571,No. 137211,2014-10-15,2014,10,15,"schaffer, appeal, counsel, judgment, oldham"
571,"Jerman v. Carlisle, McNellie, Rini, Kramer _ Ulrich LPA",572,No. 08-1200,2010-01-13,2010,1,13,"error, reporting, coakley, lawyer, debt"
572,"Jesinoski v. Countrywide Home Loans, Inc.",573,No. 13684,2014-11-04,2014,11,4,"rescission, notice, borrower, waxman, lender"
573,"Jesner v. Arab Bank, PLC.",574,No. 16-499,2017-10-11,2017,10,11,"corporation, heritage, reporting, international, fisher"
574,Jimenez v. Quarterman,575,No. 07-6984,2008-11-04,2008,11,4,"appeal, texas, direct, jordan, postconviction"
575,Jinks v. Richland County,576,No. 02-258,2003-03-05,2003,3,5,"lindemann, carolina, south, floor, courts"
576,John R. Sand _ Gravel Co. v. United States,577,No. 06-1164,2007-11-06,2007,11,6,"jurisdictional, irwin, reporting, haynes, limitations"
577,Johnson v. California,578,No. 03-636,2004-11-02,2004,11,2,"grunder, prison, company1111, california, race"
578,Johnson v. United States,579,No. 137120,2014-11-05,2014,11,5,"possession, menendez, bash, use, crime"
579,Johnson v. Williams,580,No. 11-465,2012-10-03,2012,10,3,"juror, brenan, hermansen, sixth, amendment"
580,Jones v. Bock,581,No. 05-7058,2006-10-30,2006,10,30,"olivieri, exhaustion, andre, prisoner, claims"
581,Jones v. Flowers,582,No. 04-1477,2006-01-17,2006,1,17,"kirkpatrick, address, property, phillips, mail"
582,Jones v. Harris Associates L.P.,583,No. 08-586,2009-11-02,2009,11,2,"donovan, fiduciary, frederick, fee, services"
583,Jones v. R. R. Donnelley _ Sons Co.,584,No. 02-1205,2004-02-24,2004,2,24,"action, new, cause, section, inc"
584,"Jose Ernesto Medellin, v. Texas",585,No. 06-984,2007-10-10,2007,10,10,"judgment, cruz, president, donovan, obligation"
585,JP Morgan Chase Bank v. Traffic Stream (BVI) Infrastructure Ltd.,586,No. 01-651,2002-04-17,2002,4,17,"british, albert, kingdom, reid, subjects"
586,Judulang v. Holder,587,No. 10-694,2011-10-12,2011,10,12,"crime, gannon, moral, turpitude, deportation"
587,Kaley v. United States,588,No. 12464,2013-10-16,2013,10,16,"srebnick, dreeben, grand, jury, probable"
588,Kansas v. Carr,589,No. 14449,2015-10-07,2015,10,7,"jury, reginald, jonathan, liu, kansas"
589,Kansas v. Cheever,590,No. 12609,2013-10-16,2013,10,16,"defendant, expert, amendment, defense, fifth"
590,Kansas v. Colorado,591,No. 105,2008-12-01,2008,12,1,"fees, suthers, special, original, master"
591,Kansas v. Crane,592,No. 00-957,2001-10-30,2001,10,30,"stovall, control, kansas, disorder, mental"
592,Kansas v. Gleason,593,No. 14452,2015-10-07,2015,10,7,"kansas, jury, schmidt, instruction, instructions"
593,Kansas v. Marsh (Reargued),594,No. 04-1170,2006-04-25,2006,4,25,"death, kline, woodman, jury, equipoise"
594,Kansas v. Marsh,595,No. 04-1170,2005-12-07,2005,12,7,"death, woodman, kline, jury, decision"
595,Kansas v. Nebraska,596,No. 126,2014-10-14,2014,10,14,"master, mcallister, water, compact, parties"
596,Kansas v. Ventris,597,No. 07-1356,2009-01-21,2009,1,21,"amendment, counsel, defendant, trial, police"
597,Kappos v. Hyatt,598,No. 10-1219,2012-01-09,2012,1,9,"new, pto, anders, standard, applicant"
598,Kasten v. Saint-Gobain Performance Plastics Corp.,599,No. 09-834,2010-10-13,2010,10,13,"complaint, phillips, kaster, oral, employer"
599,Kawasaki Kisen Kaisha Ltd. v. Regal-Beloit Corp.,600,No. 08-1553,2010-03-24,2010,3,24,"carrier, frederick, carmack, rail, ballenger"
600,Kawashima v. Holder,601,No. 10-577,2011-11-07,2011,11,7,"tax, fraud, deceit, gannon, false"
601,"Kellogg Brown _ Root Services, Inc. v. United States, ex rel, Carter",602,No. 121497,2015-01-13,2015,1,13,"stone, offense, civil, elwood, criminal"
602,Kelly v. South Carolina,603,No. 00-9280,2001-11-26,2001,11,26,"dangerousness, jury, well, simmons, waters"
603,Kelo v. New London,604,No. 04-108,2005-02-22,2005,2,22,"bullock, horton, use, property, private"
604,Kennedy v. Louisiana,605,No. 07-343,2008-04-16,2008,4,16,"rape, fisher, death, coker, child"
605,Kennedy v. Plan Administrator for DuPont Sav. and Investment Plan,606,No. 07-636,2008-10-07,2008,10,7,"plan, levy, beneficiary, waiver, furlow"
606,"Kentucky Assn. of Health Plans, Inc. v. Miller",607,No. 00-1471,2003-01-14,2003,1,14,"insurance, eccles, provider, risk, drug"
607,Kentucky Retirement Systems v. EEOC,608,No. 06-1037,2008-01-09,2008,1,9,"years, age, retirement, service, person"
608,Kentucky v. King,609,No. 09-1272,2011-01-12,2011,1,12,"police, door, farley, drake, test"
609,Kerry v. Din,610,No. 131402,2015-02-23,2015,2,23,"kneedler, haddad, consular, husband, visa"
610,Khanh Phuong Nguyen v. United States,611,No. 01-10873,2003-03-24,2003,3,24,"article, iii, judge, millett, green"
611,"Kimble v. Marvel Enterprises, Inc.",612,No. 13720,2015-03-31,2015,3,31,"patent, brulotte, melnik, saunders, reason"
612,Kindred Nursing Centers Ltd. v. Clark,613,No. 16-3210,2017-02-22,2017,2,22,"arbitration, pincus, attorney, power, kentucky"
613,King v. Burwell,614,No. 14114,2015-03-04,2015,3,4,"carvin, exchange, verrilli, exchanges, qualified"
614,"Kingdomware Technologies, Inc. v. United States",615,No. 14916,2016-02-22,2016,2,22,"tripp, fss, reporting, saunders, contract"
615,Kingsley v. Hendrickson,616,No. 146368,2015-04-27,2015,4,27,"force, standard, punishment, use, test"
616,Kiobel v. Royal Dutch Petroleum Co.,617,No. 10-1491,2012-10-01,2012,10,1,"hoffman, sullivan, jurisdiction, verrilli, foreign"
617,Kircher v. Putnam Funds Trust,618,No. 05-409,2006-04-24,2006,4,24,"perry, frederick, jurisdiction, slusa, remand"
618,"Kirtsaeng v. John Wiley _ Sons, Inc.",619,No. 11-697,2012-10-29,2012,10,29,"copyright, reporting, rosenkranz, united, title"
619,Klein _ Co. Futures v. Board of Trade of City of New York,620,No. 06-1265,2007-10-29,2007,10,29,"transaction, contract, clearing, pincus, rules"
620,Kloeckner v. Solis,621,No. 11-184,2012-10-02,2012,10,2,"harrington, discrimination, board, mspb, decision"
621,Knick v. Township of Scott,622,No. 17-647,2018-10-03,2018,10,3,"sachs, heritage, corporation, compensation, condemnation"
622,Knight v. Commissioner,623,No. 06-1286,2007-11-27,2007,11,27,"trust, advice, miller, investment, rubin"
623,Knowles v. Mirzayance,624,No. 07-1315,2009-01-13,2009,1,13,"mercer, sevilla, hearing, strickland, defense"
624,Knox v. Service Employees,625,No. 10-1121,2012-01-10,2012,1,10,"young, notice, union, collins, assessment"
625,Kokesh v. SEC,626,No. 16-529,2017-04-18,2017,4,18,"disgorgement, goldenberg, money, forfeiture, penalty"
626,Kontrick v. Ryan,627,No. 02-819,2003-11-03,2003,11,3,"poor, inc, rules, jones, bankruptcy"
627,Koons v. United States,628,No. 17-5716,2018-03-27,2018,3,27,"sentence, guidelines, judge, heritage, minimum"
628,Koontz v. St. Johns River Water Management Dist.,629,No. 11-1447,2013-01-15,2013,1,15,"permit, nollan, dolan, wolfson, condition"
629,Kowalski v. Tesmer,630,No. 03-407,2004-10-04,2004,10,4,"casey, moran, inc, michigan, counsel"
630,"KP Permanent Make-Up, Inc. v. Lasting Impression, Inc.",631,No. 03-409,2004-10-05,2004,10,5,"confusion, brinkmann, mark, use, company1111"
631,"Krupski v. Costa Crociere, S. p. A.",632,No. 09-337,2010-04-21,2010,4,21,"glazier, costa, cruise, mistake, reporting"
632,"KSR International Co. v. Teleflex, Inc.",633,No. 04-1350,2006-11-28,2006,11,28,"patent, goldstein, test, motivation, obvious"
633,Kucana v. Holder,634,No. 08-911,2009-11-10,2009,11,10,"discretion, reopen, leiter, motions, attorney"
634,Kurns v. Railroad Friction Products Corp.,635,No. 10-879,2011-11-09,2011,11,9,"use, design, locomotive, repair, frederick"
635,Kyllo v. United States,636,No. 99-8508,2001-02-20,2001,2,20,"lerner, heat, house, dreeben, inc"
636,"Laboratory Corp. of America Holdings v. Metabolite Laboratories, Inc.",637,No. 04-607,2006-03-21,2006,3,21,"patent, stevens, step, test, morse"
637,Lackawanna County District Attorney v. Coss,638,No. 99-1884,2001-02-20,2001,2,20,"conviction, sentence, omalley, inc, fourteenth"
638,Lafler v. Cooper,639,No. 10-209,2011-10-31,2011,10,31,"newman, plea, trial, judge, remedy"
639,Lagos v. United States,640,No. 16-1519,2018-04-18,2018,4,18,"investigation, heritage, corporation, huston, expenses"
640,"Lamar, Archer _ Cofrin, LLP v. Appling",641,No. 16-1215,2018-04-17,2018,4,17,"statement, financial, condition, heritage, corporation"
641,Lamie v. United States Trustee,642,No. 02-693,2003-11-10,2003,11,10,"trustee, debtor, attorney, chapter, blatt"
642,Lane v. Franks,643,No. 13483,2014-04-28,2014,4,28,"employee, speech, job, public, garcetti"
643,Lapides v. Board of Regents of Univ. System of Ga.,644,No. 01-298,2002-02-25,2002,2,25,"immunity, orland, claims, removal, bederman"
644,Law v. Siegel,645,No. 125196,2014-01-13,2014,1,13,"bankruptcy, debtor, property, trustee, hellman"
645,Lawrence v. Florida,646,No. 05-8820,2006-10-31,2006,10,31,"bonner, application, kise, petition, file"
646,Lawrence v. Texas,647,No. 02-102,2003-03-26,2003,3,26,"rosenthal, smith, floor, texas, sexual"
647,Lawson v. FMR LLC,648,No. 123,2013-11-12,2013,11,12,"contractor, fraud, perry, employees, schnapper"
648,League of United Latin American Citizens v. Perry,649,No. 05-204,2006-03-01,2006,3,1,"map, section, smith, cruz, districts"
649,Ledbetter v. Goodyear Tire _ Rubber Co.,650,No. 05-1074,2006-11-27,2006,11,27,"pay, reporting, russell, discrimination, years"
650,Lee v. Kemna,651,No. 00-6933,2001-10-29,2001,10,29,"trial, witnesses, counsel, wilson, judge"
651,Lee v. Tam,652,No. 15-1293,2017-01-18,2017,1,18,"trademark, connell, stewart, program, mark"
652,Lee v. United States,653,No. 16-327,2017-03-28,2017,3,28,"bursch, feigin, trial, defendant, kagan"
653,"Leegin Creative Leather Products, Inc. v. PSKS, Inc.",654,No. 06-480,2007-03-26,2007,3,26,"price, resale, olson, maintenance, manufacturer"
654,Legal Services Corporation v. Velazquez,655,No. 99-603,2000-10-04,2000,10,4,"neuborne, lawyer, legal, forum, services"
655,"Levin v. Commerce Energy, Inc.",656,No. 09-223,2010-03-22,2010,3,22,"tax, fitch, mizer, taxes, comity"
656,Levin v. United States,657,No. 11-1351,2013-01-15,2013,1,15,"shah, tort, exception, immunity, feldman"
657,Lewis v. City of Chicago,658,No. 08-974,2010-02-22,2010,2,22,"solomon, test, impact, disparate, practice"
658,Lewis v. Clarke,659,No. 15-1500,2017-01-09,2017,1,9,"immunity, tribe, sovereign, katyal, employee"
659,"Lewis v. Lewis _ Clark Marine, Inc.",660,No. 99-1331,2000-11-29,2000,11,29,"limitation, obrien, liability, inc, dripps"
660,"Lexmark Int_l, Inc. v. Static Control Components, Inc.",661,No. 12873,2013-12-03,2013,12,3,"lanham, interest, loy, test, jones"
661,Life Technologies Corp. v. Promega Corp.,662,No. 14-1538,2016-12-06,2016,12,6,"reporting, components, substantial, phillips, united"
662,Lightfoot v. Cendant Mortgage,663,No. 14-1055,2016-11-08,2016,11,8,"jurisdiction, fannie, competent, language, mae"
663,"Limelight Networks, Inc. v. Akamai Technologies, Inc.",664,No. 12786,2014-04-30,2014,4,30,"infringement, patent, steps, liability, waxman"
664,Limtiaco. v. Camacho,665,No. 06-116,2007-01-08,2007,1,8,"jurisdiction, brinkmann, tax, waxman, value"
665,Lincoln Property Co. v. Roche,666,No. 04-712,2005-10-11,2005,10,11,"joseph, party, lincoln, defendant, real"
666,Lingle v. Chevron U. S. A. Inc.,667,No. 04-163,2005-02-22,2005,2,22,"test, compensation, stewart, property, basis"
667,Locke v. Davey,668,No. 02-1315,2003-12-02,2003,12,2,"religious, pierce, inc, clause, sekulow"
668,Locke v. Karass,669,No. 07-610,2008-10-06,2008,10,6,"union, litigation, young, lehnert, collins"
669,Lockhart v. United States,670,No. 148358,2015-11-03,2015,11,3,"sexual, abuse, zas, minor, abusive"
670,Lockyer v. Andrade,671,No. 01-1127,2002-11-05,2002,11,5,"chemerinsky, danzig, california, solem, sentence"
671,Logan v. United States,672,No. 06-6911,2007-10-30,2007,10,30,"rights, reporting, civil, offender, serious"
672,"Long Island Care at Home, Ltd. v. Coke",673,No. 06-593,2007-04-16,2007,4,16,"becker, exemption, department, regulation, regulations"
673,Lopez v. Davis,674,No. 99-7504,2000-10-30,2000,10,30,"bureau, prisons, program, meierhenry, discretion"
674,Lopez v. Gonzales,675,No. 05-547,2006-10-03,2006,10,3,"kneedler, felony, reporting, crime, crooks"
675,Lorillard Tobacco Co. v. Reilly,676,No. 00-596,2001-04-25,2001,4,25,"sutton, advertising, inc, fourteenth, depo"
